MAT_LANE_YM;YYYYMM;Business Unit ACDC;BU SCND;PDCL_Desc_SCND;PRDH_BusinessUnit_SCND;PRDH_ProductSubclassDescription;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;Material Description ACDC;Material Description SCND;Brokername ACDC;Importername ACDC;Supplier Name ACDC;CoO ACDC;CoO SCND;From Country ACDC;From Country SCND;From Country Short Text;From Country Name SCND;To Country ACDC;To Country SCND;To Country Short Text;To Country Name SCND;From SAP SCND;To SAP SCND;From Location SCND;To Location SCND;HS Codes in ACDC;HS Code Text ACDC;HS Code2 in ACDC;HS Code2 Text ACDC;HS Code First 6 ACDC;HS Code First 6 Text ACDC;PREFERENCECODE1;Quantity  ACDC;Quantity UoM ACDC;ALL_RELATED_UOMS_COLLECTED;Brutto Weight Material MARA;Weight UoM;Sum_Quantity_SCND;Sum_Volume_cbm_SCND;Sum_Weight_kg_SCND;Material_Value_EUR_SCND;Value_Per_Piece_SCND;Sum_Pallets_SCND;Advalorem Duty Rate ACDC;ESTBASETOTALDUTLINEVALUE_SUM;ESTBASELINEDUTY_SUM;ESTBASEADDLLINEDUTY_SUM;ESTBASETOTALLINEDUTY_SUM;Freight Payer SCND;Freight Payer Division SCND;Category;Division Profitcenter;Plant Profitcenter;RB part name;CAPRI TOTAL DEMAND;CAPRI_TOTAL_CATEGORY_DEMAND
1264500107DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;RPS-PB;1264500107;P01893 - IPB;1264500107;motor position encoder;"ROTOR POSITION SENSOR; RPS, MET. PASSIVI";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;;Plant Blaichach;Bosch Automotive Products;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;10;PCS;?;17,5;G;10;0,001;0,192;12,17;1,217;0,001;0;149;0;0;0;Customer;Customer;;;;;;
1264500107DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;RPS-PB;1264500107;P01893 - IPB;1264500107;motor position encoder;"ROTOR POSITION SENSOR; RPS, MET. PASSIVI";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;;Plant Blaichach;Bosch Automotive Products;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;10;PCS;?;17,5;G;561600;32,76;10810,8;683467,19;1,216999982;32,76;0;149;0;0;0;Customer;Customer;;;;;;
1264500111DECN202601;202601;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500111;P00110 - Electrical Actuation;1264500111;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;7776;PCS;?;21,8;G;7776;2,628;326,427;15002,24;1,929300412;1,6;0;16300;0;0;0;Bosch;VM;;;;;;
1264500111DECN202603;202603;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500111;P00110 - Electrical Actuation;1264500111;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;13608;PCS;?;21,8;G;68040;22,995;2856,234;131269,6;1,929300412;14;0;28999;0;0;0;Bosch;VM;;;;;;
1264500111DECN202604;202604;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500111;P00110 - Electrical Actuation;1264500111;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;5832;PCS;?;21,8;G;34992;11,826;1468,921;67510,08;1,929300412;7,2;0;12541;0;0;0;Bosch;VM;;;;;;
1264500112DECN202602;202602;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500112;P00110 - Electrical Actuation;1264500112;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;11664;PCS;?;21,8;G;11664;3,942;489,64;22018,14;1,887700617;2,4;0;23637;0;0;0;Bosch;VM;;;;;;
1264500112DECN202603;202603;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500112;P00110 - Electrical Actuation;1264500112;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;7776;PCS;?;21,8;G;7776;2,628;326,427;14678,76;1,887700617;1,6;0;16981;0;0;0;Bosch;VM;;;;;;
1264500112DECN202603;202603;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500112;P00110 - Electrical Actuation;1264500112;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;7776;PCS;?;21,8;G;25272;8,541;1060,887;47705,97;1,887700617;5,2;0;16981;0;0;0;Bosch;VM;;;;;;
1264500112DECN202604;202604;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500112;P00110 - Electrical Actuation;1264500112;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;15552;PCS;?;21,8;G;7776;2,628;326,427;14678,76;1,887700617;1,6;0;33781;0;0;0;Bosch;VM;;;;;;
1264500112DECN202604;202604;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500112;P00110 - Electrical Actuation;1264500112;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;15552;PCS;?;21,8;G;11664;3,942;489,64;22018,14;1,887700617;2,4;0;33781;0;0;0;Bosch;VM;;;;;;
1264500113DECN202601;202601;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500113;P01893 - IPB;1264500113;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;459648;PCS;?;4,93;G;221760;33,528;3063,874;409058,66;1,84460074;55;0;925604;0;0;0;Bosch;VM;;;;;;
1264500113DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500113;P01893 - IPB;1264500113;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;383040;PCS;?;4,93;G;431424;52,019;5635,841;795805,03;1,844600741;85,333;0;778246;0;0;0;Bosch;VM;;;;;;
1264500113DECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500113;P01893 - IPB;1264500113;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;221760;PCS;?;4,93;G;201600;17,78;2473,045;371871,51;1,844600744;29,167;0;463598;0;0;0;Bosch;VM;;;;;;
1264500113DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500113;P01893 - IPB;1264500113;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;298368;PCS;?;4,93;G;310464;27,381;3808,489;572682,12;1,844600727;44,917;0;626069;0;0;0;Bosch;VM;;;;;;
1264500115DECN202601;202601;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500115;P00110 - Electrical Actuation;1264500115;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;25272;PCS;?;21,8;G;46656;14,544;1947,562;89882,88;1,926502058;6,857;0;53184;0;0;0;Bosch;VM;;;;;;
1264500115DECN202602;202602;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500115;P00110 - Electrical Actuation;1264500115;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;69984;PCS;?;21,8;G;83592;26,058;3489,381;161040,17;1,926502177;12,286;0;151615;0;0;0;Bosch;VM;;;;;;
1264500115DECN202603;202603;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500115;P00110 - Electrical Actuation;1264500115;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;110808;PCS;?;21,8;G;186624;58,176;7790,246;179765,77;1,926502165;27,428;0;245723;0;0;0;Bosch;VM;;;;;;
1264500115DECN202604;202604;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500115;P00110 - Electrical Actuation;1264500115;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;130248;PCS;?;21,8;G;48600;15,15;2028,71;93628;1,926502058;7,143;0;289525;0;0;0;Bosch;VM;;;;;;
1264500115DECN202604;202604;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;LIPS-SB;1264500115;P00110 - Electrical Actuation;1264500115;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;130248;PCS;?;21,8;G;126360;39,39;5274,646;243432,81;1,926502137;18,571;0;289525;0;0;0;Bosch;VM;;;;;;
1264500122DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500122;P01893 - IPB;1264500122;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;188160;PCS;?;5,1;G;156800;14,438;1644,548;247273,6;1,577;14,331;0;333357;0;0;0;Bosch;VM;;;;;;
1264500122DECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500122;P01893 - IPB;1264500122;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;264320;PCS;?;5,1;G;201600;26,46;2627,519;317923,2;1,577;26,25;0;478675;0;0;0;Bosch;VM;;;;;;
1264500122DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500122;P01893 - IPB;1264500122;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;147840;PCS;?;5,1;G;237440;31,164;3094,633;374442,88;1,577;30,917;0;267131;0;0;0;Bosch;VM;;;;;;
1264500123DECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500123;P01893 - IPB;1264500123;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;26880;PCS;?;5,7;G;26880;4,704;434,234;43072,48;1,60239881;4,667;0;49537;0;0;0;Bosch;VM;;;;;;
1264500123DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500123;P01893 - IPB;1264500123;Pedal travel encoder;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8543709990;Other unlisted independently functionaland installations     ;?;?;854370;?;;23520;PCS;?;5,7;G;30240;5,292;488,513;48456,54;1,60239881;5,25;0;43156;0;0;0;Bosch;VM;;;;;;
1264500126DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500126;P01893 - IPB;1264500126;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;13440;PCS;?;5,85;G;20160;0,393;129,73;40376,46;2,002800595;0,393;0;30231;0;0;0;Bosch;VM;;;;;;
1264500126DECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500126;P01893 - IPB;1264500126;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;20160;PCS;?;5,85;G;13440;0,262;86,486;26917,64;2,002800595;0,262;0;46233;0;0;0;Bosch;VM;;;;;;
1264500126DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500126;P01893 - IPB;1264500126;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;36960;PCS;?;5,85;G;36960;0,721;237,838;74023,51;2,002800595;0,721;0;84568;0;0;0;Bosch;VM;;;;;;
1264500127DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500127;P01893 - IPB;1264500127;displacement sensor;"LINEAR POSITION SENSOR; LIPS_D_47_4";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;;Plant Blaichach;Bosch Automotive Products;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;100;PCS;?;5,85;G;100;0,002;0,643;186,96;1,8696;0,002;0;218;0;0;0;Customer;Customer;;;;;;
1264500128DECN202601;202601;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;320;PCS;?;5,34;G;320;0,006;1,88;637,5;1,9921875;0,006;0;1093;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;640;PCS;?;5,34;G;200;0,004;1,175;398,44;1,9922;0,004;0;1448;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;640;PCS;?;5,34;G;5120;0,091;30,075;10200,07;1,992201172;0,091;0;1448;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;200;PCS;?;5,34;G;200;0,004;1,175;398,44;1,9922;0,004;0;446;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;200;PCS;?;5,34;G;5120;0,091;30,075;10200,07;1,992201172;0,091;0;446;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;"LINEAR POSITION SENSOR; LIPS_D_35_8-WOP";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;640;PCS;?;5,34;G;200;0,004;1,175;398,44;1,9922;0,004;0;1448;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;"LINEAR POSITION SENSOR; LIPS_D_35_8-WOP";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;640;PCS;?;5,34;G;5120;0,091;30,075;10200,07;1,992201172;0,091;0;1448;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;"LINEAR POSITION SENSOR; LIPS_D_35_8-WOP";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;200;PCS;?;5,34;G;200;0,004;1,175;398,44;1,9922;0,004;0;446;0;0;0;Bosch;VM;;;;;;
1264500128DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500128;P01893 - IPB;1264500128;displacement sensor;"LINEAR POSITION SENSOR; LIPS_D_35_8-WOP";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;200;PCS;?;5,34;G;5120;0,091;30,075;10200,07;1,992201172;0,091;0;446;0;0;0;Bosch;VM;;;;;;
1264500129DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500129;P01893 - IPB;1264500129;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;13440;PCS;?;5,34;G;120;0,002;0,705;191,89;1,599083333;0,002;0;41710;0;0;0;Bosch;VM;;;;;;
1264500129DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500129;P01893 - IPB;1264500129;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;13440;PCS;?;5,34;G;13440;0,239;78,947;21491,91;1,599100446;0,239;0;41710;0;0;0;Bosch;VM;;;;;;
1264500129DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;LIPS-PB;1264500129;P01893 - IPB;1264500129;displacement sensor;LINEAR POSITION SENSOR;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;9031809090;Other measuring and testing equipments,machines (not elsewhere specified or inc90)    ;?;?;903180;?;;120;PCS;?;5,34;G;120;0,002;0,705;191,89;1,599083333;0,002;0;215;0;0;0;Bosch;VM;;;;;;
