MAT_LANE_YM;YYYYMM;Business Unit ACDC;BU SCND;PDCL_Desc_SCND;PRDH_BusinessUnit_SCND;PRDH_ProductSubclassDescription;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;Material Description ACDC;Material Description SCND;Brokername ACDC;Importername ACDC;Supplier Name ACDC;CoO ACDC;CoO SCND;From Country ACDC;From Country SCND;From Country Short Text;From Country Name SCND;To Country ACDC;To Country SCND;To Country Short Text;To Country Name SCND;From SAP SCND;To SAP SCND;From Location SCND;To Location SCND;HS Codes in ACDC;HS Code Text ACDC;HS Code2 in ACDC;HS Code2 Text ACDC;HS Code First 6 ACDC;HS Code First 6 Text ACDC;PREFERENCECODE1;Quantity  ACDC;Quantity UoM ACDC;ALL_RELATED_UOMS_COLLECTED;Brutto Weight Material MARA;Weight UoM;Sum_Quantity_SCND;Sum_Volume_cbm_SCND;Sum_Weight_kg_SCND;Material_Value_EUR_SCND;Value_Per_Piece_SCND;Sum_Pallets_SCND;Advalorem Duty Rate ACDC;ESTBASETOTALDUTLINEVALUE_SUM;ESTBASELINEDUTY_SUM;ESTBASEADDLLINEDUTY_SUM;ESTBASETOTALLINEDUTY_SUM;Freight Payer SCND;Freight Payer Division SCND;Category;Division Profitcenter;Plant Profitcenter;RB part name;CAPRI TOTAL DEMAND;CAPRI_TOTAL_CATEGORY_DEMAND
0204X00136PLCN202602;202602;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;0204X00136;P00870 - Conventional Actuation;0204X00136;Reservoir cap for master cylinder;RESERVOIR CAP ASSY SUV;Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Teknia Rzeszow Sp z o.o.;PL;PL;PL;PL;Poland;PL;CN;CN;China;CN;;6751;Teknia Rzeszow Sp z o.o.;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;700;PCS;?;0,015;KG;700;0,049;10,501;107,49;0,153557143;0,042;0,06;150;9;0;9;Bosch;VM;;;;;;
0204X00136PLCN202604;202604;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;0204X00136;P00870 - Conventional Actuation;0204X00136;Reservoir cap for master cylinder;RESERVOIR CAP ASSY SUV;Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Teknia Rzeszow Sp z o.o.;PL;PL;PL;PL;Poland;PL;CN;CN;China;CN;;6751;Teknia Rzeszow Sp z o.o.;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;700;PCS;?;0,015;KG;700;0,049;10,501;109,99;0,157128571;0,042;0,06;152;9;0;9;Bosch;VM;;;;;;
02042A2150USCN202602;202602;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042A2150;P00870 - Conventional Actuation;02042A2150;Vacuum booster push rod retainer;"PUSH ROD RETAINER; A-V/T/TPL/STD";Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;PLASMAN PRECISION PARTS SA DE CV;US;US;US;US;USA;US;CN;CN;China;CN;;6751;Plasman Precision Parts LLC;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;4000;PCS;?;4,9;G;4000;0,5;19,605;375,23;0,0938075;0,417;0,16;475;76;0;76;Bosch;VM;;;;;;
02042A2150USCN202604;202604;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042A2150;P00870 - Conventional Actuation;02042A2150;Vacuum booster push rod retainer;"PUSH ROD RETAINER; A-V/T/TPL/STD";Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;PLASMAN PRECISION PARTS SA DE CV;US;US;US;US;USA;US;CN;CN;China;CN;;6751;Plasman Precision Parts LLC;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;2400;PCS;?;4,9;G;2400;0,3;11,763;229,02;0,095425;0,25;0,16;317;50;0;50;Bosch;VM;;;;;;
02042A2423FRCN202601;202601;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042A2423;P00870 - Conventional Actuation;02042A2423;rubber gasket;"SEPARATING SEAL; D 25.4";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Contitech Vibration Control SAS;FR;FR;FR;FR;France;FR;CN;CN;China;CN;;6751;ContiTech Vibration Control France;Plant Suzhou;4016939000;Other gaskets, washers and other seals oother than hard rubber)     ;?;?;401693;?;;2000;PCS;?;1,192;G;2000;0,008;2,622;533,65;0,266825;0,008;0,15;513;77;0;77;Bosch;VM;;;;;;
02042A2423FRCN202602;202602;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042A2423;P00870 - Conventional Actuation;02042A2423;rubber gasket;"SEPARATING SEAL; D 25.4";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Contitech Vibration Control SAS;FR;FR;FR;FR;France;FR;CN;CN;China;CN;;6751;ContiTech Vibration Control France;Plant Suzhou;4016939000;Other gaskets, washers and other seals oother than hard rubber)     ;?;?;401693;?;;4000;PCS;?;1,192;G;4000;0,016;5,245;1081,07;0,2702675;0,016;0,15;1140;171;0;171;Bosch;VM;;;;;;
02042A2423FRCN202603;202603;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042A2423;P00870 - Conventional Actuation;02042A2423;rubber gasket;"SEPARATING SEAL; D 25.4";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Contitech Vibration Control SAS;FR;FR;FR;FR;France;FR;CN;CN;China;CN;;6751;ContiTech Vibration Control France;Plant Suzhou;4016939000;Other gaskets, washers and other seals oother than hard rubber)     ;?;?;401693;?;;4000;PCS;?;1,192;G;4000;0,016;5,245;1096,88;0,27422;0,016;0,15;1071;161;0;161;Bosch;VM;;;;;;
02042A2423FRCN202604;202604;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042A2423;P00870 - Conventional Actuation;02042A2423;rubber gasket;"SEPARATING SEAL; D 25.4";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Contitech Vibration Control SAS;FR;FR;FR;FR;France;FR;CN;CN;China;CN;;6751;ContiTech Vibration Control France;Plant Suzhou;4016939000;Other gaskets, washers and other seals oother than hard rubber)     ;?;?;401693;?;;4000;PCS;?;1,192;G;2000;0,008;2,622;553,13;0,276565;0,008;0,15;1059;159;0;159;Bosch;VM;;;;;;
02042C2724ITCN202602;202602;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042C2724;P00870 - Conventional Actuation;02042C2724;valve body;"VALVE BODY; A-V/T/42/TG11";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;STAAMP s.r.l.;IT;IT;IT;IT;Italy;IT;CN;CN;China;CN;;6751;STAAMP s.r.l.;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;54;PCS;?;155,79;G;54;0,028;9,254;56,12;1,039259259;0,028;0,04;61;2;0;2;Bosch;VM;;;;;;
02042C2728ITCN202601;202601;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC;Conventional Actuation CKD-Components;Miscellaneous Other Actuation;02042C2728;P00870 - Conventional Actuation;02042C2728;valve body;"VALVE BODY; A-V/T/42/TG8.5";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;STAAMP s.r.l.;IT;IT;IT;IT;Italy;IT;CN;CN;China;CN;;6751;STAAMP s.r.l.;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;972;PCS;?;155,59;G;108;0,096;16,806;120,25;1,113425926;0,125;0,04;1210;48;0;48;Bosch;VM;;;;;;
0204864BR2DECN202601;202601;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;iBooster Gen2 parts;0204864BR2;P00110 - Electrical Actuation;0204864BR2;helical spring;"SPRING; IBO2";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;SCHERDEL GmbH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;E11Y;SCHERDEL GmbH;Plant Nanjing;7320209000;Other helical springs , of iron or steel      ;?;?;732020;?;;18000;PCS;?;7;G;18000;0,323;150,661;1166,06;0,064781111;0,441;0,08;1539;123;0;123;Bosch;VM;;;;;;
0204864BR2DECN202602;202602;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;iBooster Gen2 parts;0204864BR2;P00110 - Electrical Actuation;0204864BR2;helical spring;"SPRING; IBO2";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;SCHERDEL GmbH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;E11Y;SCHERDEL GmbH;Plant Nanjing;7320209000;Other helical springs , of iron or steel      ;?;?;732020;?;;54000;PCS;?;7;G;54000;0,968;451,984;3513,21;0,065059444;1,324;0,08;4504;360;0;360;Bosch;VM;;;;;;
0204864BR2DECN202603;202603;VM;VM-NBS;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;iBooster Gen2 parts;0204864BR2;P00110 - Electrical Actuation;0204864BR2;helical spring;"SPRING; IBO2";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;SCHERDEL GmbH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;E11Y;SCHERDEL GmbH;Plant Nanjing;7320209000;Other helical springs , of iron or steel      ;?;?;732020;?;;18000;PCS;?;7;G;18000;0,323;150,661;1188,13;0,066007222;0,441;0,08;1545;124;0;124;Bosch;VM;;;;;;
0204864JT8TRIN202601;202601;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC; ; ;0204864JT8-5W8;P00870 - Conventional Actuation;0204864JT8;"0204864JT8-5W8 - 0204.864.JT8-5W8 BRAKE_x000D_BOOSTER; (SERVO FREN;)";BRAKE BOOSTER;M/S  ZION EXPRESS CARGO PVT.LTD;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH FREN SISTEMLERI SANAYI VE TICARET A.S....;TR;TR;TR;TR;Türkiye;TR;IN;IN;India;IN;622W;1810;Plant Bursa;Plant Chakan;87083000;"Brakes and servo-brakes;  parts thereof      ";?;?;870830;?;;1908;PCS;NOS;3,125;KG;1836;6,469;7321,764;54442,25;29,65264161;51;0,15;69066;0;1036;1036;Bosch;VM;;;;;;
0204864JT8TRIN202602;202602;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC; ; ;0204864JT8-5W8;P00870 - Conventional Actuation;0204864JT8;"0204864JT8-5W8 - 0204.864.JT8-5W8 BRAKE_x000D_BOOSTER; (SERVO FREN;)";BRAKE BOOSTER;M/S  ZION EXPRESS CARGO PVT.LTD;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH FREN SISTEMLERI SANAYI VE TICARET A.S....;TR;TR;TR;TR;Türkiye;TR;IN;IN;India;IN;622W;1810;Plant Bursa;Plant Chakan;87083000;"Brakes and servo-brakes;  parts thereof      ";?;?;870830;?;;720;PCS;NOS;3,125;KG;144;0,507;574,256;4199,32;29,16194444;4;0,15;28242;0;424;424;Bosch;VM;;;;;;
0204864JT8TRIN202603;202603;VM;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC; ; ;0204864JT8-5W8;P00870 - Conventional Actuation;0204864JT8;"0204864JT8-5W8 - 0204.864.JT8-5W8 BRAKE_x000D_BOOSTER; (SERVO FREN;)";BRAKE BOOSTER;M/S  ZION EXPRESS CARGO PVT.LTD;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH FREN SISTEMLERI SANAYI VE TICARET A.S....;TR;TR;TR;TR;Türkiye;TR;IN;IN;India;IN;622W;1810;Plant Bursa;Plant Chakan;87083000;"Brakes and servo-brakes;  parts thereof      ";?;?;870830;?;;1116;PCS;NOS;3,125;KG;2880;10,148;11485,12;84047,15;29,18303819;80;0,15;44035;0;661;661;Bosch;VM;;;;;;
0204864JT8TRIN202604;202604;CC;VM-ATC;ATC – Vacuum and Hydraulic Boosters;VM-ATC; ; ;0204864JT8-5W8;P00870 - Conventional Actuation;0204864JT8;"0204864JT8-5W8 - 0204.864.JT8-5W8 BRAKE_x000D_BOOSTER; (SERVO FREN;)";BRAKE BOOSTER;M/S  ZION EXPRESS CARGO PVT.LTD;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH FREN SISTEMLERI SANAYI VE TICARET A.S....;TR;TR;TR;TR;Türkiye;TR;IN;IN;India;IN;622W;1810;Plant Bursa;Plant Chakan;87083000;"Brakes and servo-brakes;  parts thereof      ";?;?;870830;?;;504;PCS;NOS;3,125;KG;3276;11,543;13064,324;95324,48;29,09782662;91;0,15;20169;0;303;303;Bosch;VM;;;;;;
0204864LB0DECN202601;202601;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;IPB CKD-Components;0204864LB0;P01893 - IPB;0204864LB0;?????;"PROTECTIVE CAP; IPB";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Poeppelmann  GmbH & Co. KG;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;6751;Poeppelmann GmbH & Co. KG;Plant Suzhou;3926909090;Other articles of plastics and articlesof heading no.39.01 to 39.14     ;?;?;392690;?;;2000;PCS;?;1;G;2000;0,007;2,2;409,35;0,204675;0,007;0,1;456;46;0;46;Bosch;VM;;;;;;
0204864LB0DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;IPB CKD-Components;0204864LB0;P01893 - IPB;0204864LB0;?????;"PROTECTIVE CAP; IPB";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Poeppelmann  GmbH & Co. KG;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;6751;Poeppelmann GmbH & Co. KG;Plant Suzhou;3926909090;Other articles of plastics and articlesof heading no.39.01 to 39.14     ;?;?;392690;?;;2000;PCS;?;1;G;2000;0,007;2,2;414,63;0,207315;0,007;0,1;466;47;0;47;Bosch;VM;;;;;;
0204864LB0DECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;IPB CKD-Components;0204864LB0;P01893 - IPB;0204864LB0;?????;"PROTECTIVE CAP; IPB";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Poeppelmann  GmbH & Co. KG;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;6751;Poeppelmann GmbH & Co. KG;Plant Suzhou;3926909090;Other articles of plastics and articlesof heading no.39.01 to 39.14     ;?;?;392690;?;;4000;PCS;?;1;G;4000;0,013;4,4;834,21;0,2085525;0,013;0,1;908;91;0;91;Bosch;VM;;;;;;
0204864LB1DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components; ;0204864LB1;P01893 - IPB;0204864LB1;Reservoir cap for master cylinder;"HOSE CLAMP; IPB";Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;MUHR UND BENDER KG;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;6751;MUHR UND BENDER KG;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;2100;PCS;?;4;G;2100;0,028;9,24;252,03;0,120014286;0,028;0,06;290;17;0;17;Bosch;VM;;;;;;
0204864LB1DECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components; ;0204864LB1;P01893 - IPB;0204864LB1;Reservoir cap for master cylinder;"HOSE CLAMP; IPB";Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;MUHR UND BENDER KG;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;;6751;MUHR UND BENDER KG;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;4200;PCS;?;4;G;4200;0,056;18,48;513,6;0,122285714;0,056;0,06;597;36;0;36;Bosch;VM;;;;;;
0204864N0KDECN202601;202601;VM;VM-NBS;IPB;VM-NBS;IPB1;IPB1.1;0204864N0K;P01893 - IPB;0204864N0K;screw;"SCREW; L=24,5MM";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ARNOLD UMFORMTECHNIK GMBH & CO KG;DE;CN;DE;DE;Germany;DE;CN;CN;China;CN;;6751;ARNOLD UMFORMTECHNIK GMBH & CO KG;Plant Suzhou;7318151001;Other screws and bolts, with tensile str, stem diameters exceeding 6mm  (excludiasteners) ( whether or not with their nused for the maintenance and repair of ci   ;?;?;731815;?;;591450;PCS;?;16;G;864450;20,171;15587,074;76120,94;0,088057077;20,01;0,08;54991;4408;0;4408;Bosch;VM;;;;;;
0204864N0KDECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB1;IPB1.1;0204864N0K;P01893 - IPB;0204864N0K;screw;"SCREW; L=24,5MM";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ARNOLD UMFORMTECHNIK GMBH & CO KG;DE;CN;DE;DE;Germany;DE;CN;CN;China;CN;;6751;ARNOLD UMFORMTECHNIK GMBH & CO KG;Plant Suzhou;7318151001;Other screws and bolts, with tensile str, stem diameters exceeding 6mm  (excludiasteners) ( whether or not with their nused for the maintenance and repair of ci   ;?;?;731815;?;;362250;PCS;?;16;G;551250;12,863;9939,701;49283,9;0,0894039;12,76;0,08;33448;2676;0;2676;Bosch;VM;;;;;;
0204864U4WPLCN202601;202601;VM;VM-NBS;IPB;VM-NBS;IPB2;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;Rod fork head for DPB braking system;"INPUT ROD TIP; CLEVIS; L=36.84";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;BAUD POLSKA SP. Z O. O.;PL;CN;PL;PL;Poland;PL;CN;CN;China;CN;;6751;BAUD POLSKA SP. Z O. O.;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;115200;PCS;?;80,9;G;120000;22,313;11398,213;91992,36;0,766603;22,059;0,06;95022;5709;0;5709;Bosch;VM;;;;;;
0204864U4WPLCN202601;202601;XC;VM-NBS;IPB;VM-NBS;IPB2;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;Rod fork head for DPB braking system;"INPUT ROD TIP; CLEVIS; L=36.84";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;BAUD POLSKA SP. Z O. O.;PL;CN;PL;PL;Poland;PL;CN;CN;China;CN;;6751;BAUD POLSKA SP. Z O. O.;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;4800;PCS;?;80,9;G;120000;22,313;11398,213;91992,36;0,766603;22,059;0,06;3920;235;0;235;Bosch;VM;;;;;;
0204864U4WPLCN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB2;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;Rod fork head for DPB braking system;"INPUT ROD TIP; CLEVIS; L=36.84";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;BAUD POLSKA SP. Z O. O.;PL;CN;PL;PL;Poland;PL;CN;CN;China;CN;;6751;BAUD POLSKA SP. Z O. O.;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;14400;PCS;?;80,9;G;43200;8,033;4103,357;33117,25;0,766603009;7,941;0,06;11743;705;0;705;Bosch;VM;;;;;;
0204864U4WPLCN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB2;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;Rod fork head for DPB braking system;"INPUT ROD TIP; CLEVIS; L=36.84";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;BAUD POLSKA SP. Z O. O.;PL;CN;PL;PL;Poland;PL;CN;CN;China;CN;;6751;BAUD POLSKA SP. Z O. O.;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;28800;PCS;?;80,9;G;38400;7,14;3647,428;29785,84;0,775672917;7,059;0,06;24204;1452;0;1452;Bosch;VM;;;;;;
0204864U4WPLCN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB2;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;Rod fork head for DPB braking system;"INPUT ROD TIP; CLEVIS; L=36.84";Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;BAUD POLSKA SP. Z O. O.;PL;CN;PL;PL;Poland;PL;CN;CN;China;CN;;6751;BAUD POLSKA SP. Z O. O.;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;38400;PCS;?;80,9;G;43200;8,033;4103,357;34326,03;0,794584028;7,941;0,06;31765;1906;0;1906;Bosch;VM;;;;;;
0204864UH4DECN202603;202603;VM;VM;Coupled Electrical Actuation;VM-NBS;iBooster Gen2 CKD-Components;iBooster Gen2 parts;0204864UH4;;0204864UH4;O-ring;"O-RING; D12.5X1.5";Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;PARKER HANNIFIN MANUFACTURING;IT;DE;DE;DE;Germany;DE;CN;CN;China;CN;;E11Y;Parker Hannifin GmbH;Plant Nanjing;4016939000;Other gaskets, washers and other seals oother than hard rubber)     ;?;?;401693;?;;50000;PCS;?;0,1;G;50000;0,188;6,719;1011,68;0,0202336;0,156;0,15;1036;155;0;155;Bosch;VM;;;;;;
0204865A6AUSCN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB1;IPB1.1;0204865A6A;P01893 - IPB;0204865A6A;Input push rod for intelligent integrated braking system;"INPUT ROD; SE SIZE;IPB1.X;LIP=104MM";Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Robert Bosch LLC;US;CN;US;US;USA;US;CN;CN;China;CN;927C;6751;Plant Charleston;Plant Suzhou;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;250;PCS;?;34,7;G;250;0,029;9,542;160,92;0,64368;0,029;0,16;1350;216;0;216;Bosch;VM;;;;;;
0204865BU2ITCN202603;202603;VM;VM;Brake-by-Wire-Actuator (BWA);VM-NBS;BWA CKD-Components;BWA CKD-Components;0204865BU2;;0204865BU2;Rod for electric brake actuator;PUSH ROD;Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;C.V.B   SBL;IT;IT;IT;IT;Italy;IT;CN;CN;China;CN;;E11Y;C.V.B. srl;Plant Nanjing;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;720;PCS;?;9;G;720;0,01;7,394;59,92;0,083222222;0,01;0,06;378;23;0;23;Bosch;VM;;;;;;
0204865H99DECN202604;202604;VM;VM;Brake-by-Wire-Actuator (BWA);VM-NBS;BWA CKD-Components;GH (Gear Housing);0204865H99;;0204865H99;;GEAR HOUSING;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;E11Y;Plant Blaichach;Plant Nanjing;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;785;PCS;?;592;G;785;1,12;489,215;6754,77;8,604802548;0,944;0,06;8050;483;0;483;Bosch;VM;;;;;;
0204865HM8DECN202603;202603;VM;VM;Brake-by-Wire-Actuator (BWA);VM-NBS;BWA CKD-Components;BWA CKD-Components;0204865HM8;;0204865HM8;;SLEEVE;Shanghai China Foreign Trade Customs Brokerage Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH BHW/TEF2;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;0500;E11Y;Plant Blaichach;Plant Nanjing;8708309990;Parts of brakes and servo-brakes for oth      ;?;?;870830;?;;8800;PCS;?;1,1;G;8800;0,075;10,368;4389,44;0,4988;0,062;0,06;4858;291;0;291;Bosch;VM;;;;;;
0204865PS8PTCN202604;202604;VM;VM;Brake-by-Wire-Actuator (BWA);VM-NBS;BWA CKD-Components;BWA CKD-Components;0204865PS8;;0204865PS8;bolt;ASSEMBLY BOLT/NUT;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;PECOL II - COMPONENTES INDUSTRIALES, LDa;PT;PT;PT;PT;Portugal;PT;CN;CN;China;CN;;E11Y;PECOL AUTOMOTIVE, S.A.;Plant Nanjing;7318151001;Other screws and bolts, with tensile str, stem diameters exceeding 6mm  (excludiasteners) ( whether or not with their nused for the maintenance and repair of ci   ;?;?;731815;?;;1800;PCS;?;19,2;G;1800;0,055;39,125;724,7;0,402611111;0,052;0,08;706;56;0;56;Bosch;VM;;;;;;
1265149R18CNIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;ESP Components;1265149R18;P00268 - Electronic Stability Program (ESP);1265149R18;;"EXTRUDED PROFILE; GEN9";M/S  ZION EXPRESS CARGO PVT.LTD;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;ASIA-PACIFIC LIGHT ALLOY(NANTONG)TECHNOLOGY CO.,LT;CN;CN;CN;CN;China;CN;IN;IN;India;IN;;1810;Asia-pacific light alloy Nantong;Plant Chakan;"76042990;76042990;76042990";"Other      ;Other      ;Other      ";"?;?;?";"?;?;?";"760429;760429;760429";"?;?;?";;49754;PCS;PCS;736;G;111240;75,301;81872,925;295417,84;2,655679971;142,615;0,08;132132;0;991;991;Bosch;VM;;;;;;
